scheme,snr_db,seed,abs_C20,abs_C21,abs_C40,abs_C41,abs_C42,abs_C60,abs_C63,occupied_bw_ratio,if_hist_kurtosis,if_hist_peak_count,envelope_variance,phase_diff_entropy
bpsk,0,10018,0.5062353130542748,0.9999999999999998,0.39576841799496393,0.3967299896829485,0.39972660970420915,1.4297834306604629,2.4282981577064664,3.066168827850166,1.2895646982652433,1.0,0.24362507370249367,4.701363369659489
bpsk,0,10019,0.4795297977909545,0.9999999999999999,0.3908147640959919,0.3707852605646583,0.3773987827417089,1.3017023737673121,2.301834127486691,7.774490807130503,1.721457638017152,1.0,0.2395817439279822,4.721244296644473
bpsk,0,10020,0.49969183915905635,1.0,0.36496696205995344,0.36144817507013777,0.37130570587231815,1.2737303135367954,2.421818032573057,7.733097586334476,1.166506865252079,1.0,0.2471098875421167,4.708681879926669
bpsk,0,10021,0.5161884090046661,0.9999999999999998,0.43817311516828594,0.4463397155657308,0.43642343534787575,1.6581134627411207,2.593958772726193,7.806779058136489,1.021254791990148,1.0,0.24063576120031308,4.714051339187371
bpsk,0,10022,0.5171342705152151,0.9999999999999998,0.4196106222155329,0.41753906068045943,0.43046587074319054,1.656972581647196,2.546640255346489,12.57160320774031,0.9404842494412202,1.0,0.24741310512141226,4.688289527688198
bpsk,0,10023,0.5135445677004584,0.9999999999999999,0.46565346838477645,0.40318387683759993,0.395274661863259,1.5154654029894203,2.5241927997349745,7.653428128972149,1.1257892773668958,1.0,0.2505544316963608,4.711485760719011
bpsk,0,10024,0.4968672650551767,1.0000000000000002,0.46686461489414555,0.41646535571300136,0.41155013599120904,1.7224121183915913,2.435022771287784,7.640744220329163,1.724038582534785,1.0,0.24358550433487697,4.6795028997051755
bpsk,0,10025,0.49460701459243983,1.0000000000000002,0.41012850528851297,0.41553517314471167,0.4169856105545906,1.5385949647148112,2.522325636875152,3.353821604907508,1.1692950584087223,1.0,0.23351763956227042,4.7073408774539764
bpsk,0,10026,0.5021599266204712,1.0,0.4148943212232992,0.4172504506633774,0.42998858214294966,1.542693916388734,2.5039931098989854,8.944273941272913,1.3830978583972735,1.0,0.23938769375072802,4.700718801089965
bpsk,0,10027,0.4932898533180691,1.0,0.40603441289895476,0.3945327351708425,0.3858931740169944,1.424420236559732,2.306159371196795,21.610240225886155,2.1040400640784753,1.0,0.24479410465671494,4.703134242709793
bpsk,0,10028,0.48918626499019874,0.9999999999999999,0.43060635135588704,0.369333778013395,0.36606279710009315,1.3627793721680865,2.331844952177528,7.741246576548505,1.5214535562305027,1.0,0.24826076666600655,4.725183314193019
bpsk,0,10029,0.48296919470411315,0.9999999999999998,0.42116492661542554,0.3767460459351387,0.3665013278142717,1.428213605069346,2.2626283402795924,7.7924925184618505,0.8541772844270512,1.0,0.2431980524701807,4.696727015590969
bpsk,0,10030,0.5010671172612781,0.9999999999999998,0.37836801272977744,0.38154212497683215,0.39608618516477945,1.1961556950641559,2.3736067551224096,16.34943493558947,0.7613407698999906,1.0,0.2468241517378084,4.733230605404903
bpsk,0,10031,0.49464886767801636,0.9999999999999999,0.3940845893210181,0.39338852059108165,0.3951584580527032,1.290549377653092,2.3546529947021053,10.649653937536694,1.597504588087343,1.0,0.24523839230014347,4.711972921280426
bpsk,0,10032,0.4898031033461191,1.0,0.37138222042804486,0.3602317537647177,0.36023596601830477,1.3313928788679965,2.3111006596623955,7.661974850371817,2.129057317731448,1.0,0.2484871882463954,4.707988238861615
bpsk,0,10033,0.4852338880731088,1.0,0.3940223012805287,0.38203232812590016,0.3716998566093852,1.350657263104058,2.328132837353623,7.7811614841137935,2.115893420582605,1.0,0.24676626306153765,4.7208583829773865
bpsk,0,10034,0.4941929508394046,1.0000000000000002,0.4174373404710616,0.38751926864806435,0.38130772739531826,1.2388080663207037,2.324039171904115,7.781133682075671,1.2579222717624283,1.0,0.249936880413488,4.720994109579731
bpsk,0,10035,0.5077895685783538,1.0000000000000004,0.49264567895944167,0.4522000732958009,0.4321823101537974,1.7301813024871562,2.5926008675600327,7.797459788817324,1.7120382624618529,1.0,0.2405136863386945,4.697730793851855
bpsk,0,10036,0.49404343899243064,0.9999999999999996,0.41351598000642137,0.4032118809435349,0.4172414255589163,1.3712111145436412,2.471591802843011,7.693347830342605,2.017218484700317,1.0,0.2369479035557914,4.7019553895798545
bpsk,0,10037,0.5003573244348324,0.9999999999999999,0.4099568561167495,0.3728185170347104,0.3896490547251612,1.4637773454529868,2.3875153945080907,4.215789882924438,1.700194235079131,1.0,0.24851559747430904,4.692432649055581
bpsk,0,10038,0.5053119605192787,0.9999999999999998,0.44567594966691865,0.3884200367386479,0.3869902142702035,1.5280716926633966,2.4655535988791115,11.710943158242635,1.8516030547627,1.0,0.24510738543642285,4.708065182885118
bpsk,0,10039,0.5010190933218658,1.0,0.45009702515101047,0.42354177721256925,0.43124979792135076,1.639320424541435,2.492368279253352,14.997244008628556,0.6196780082868512,1.0,0.2403689770739364,4.702432404048295
bpsk,0,10040,0.5145985443690997,0.9999999999999999,0.4015828558703552,0.42130187752019643,0.4161938047234499,1.3392005161033165,2.576933885089609,9.814243135478124,1.5177105675095834,1.0,0.243150063794082,4.707158150083531
bpsk,0,10041,0.5083184830993205,0.9999999999999999,0.4317802292010301,0.4426215901270892,0.43109101420399454,1.4957133048790063,2.544549863234632,7.698280004048988,1.8943054389369136,1.0,0.24034083765954461,4.684925539499632
bpsk,0,10042,0.49280490557115403,1.0,0.41162152348493936,0.39707503467972066,0.3838530177844215,1.376405391082074,2.3054421124121145,7.780306555542057,2.498047275739058,1.0,0.2485804148043997,4.712109353970746
bpsk,0,10043,0.5045708391877675,1.0000000000000002,0.4087478048508401,0.4191970376025975,0.42052841091296966,1.5280752094511754,2.480383880918712,25.899382986543493,1.6167481110821438,1.0,0.2430934063482474,4.679809791128692
bpsk,0,10044,0.49289559558068224,1.0,0.4068611572151224,0.40690307970531414,0.40094679399015765,1.577453849674448,2.3856916751566537,7.730959017518327,1.2331117121115556,1.0,0.24294815497587186,4.713350411329501
bpsk,0,10045,0.49970497236679107,1.0,0.43671742654373624,0.414790465041711,0.42616216504266347,1.4499521631703904,2.5257840004983514,14.749918670005602,2.620765749480249,1.0,0.23698011793796878,4.710678782693591
bpsk,0,10046,0.5087730646423829,0.9999999999999998,0.40132970014849534,0.4141030046013095,0.4093152576010768,1.5304254469608172,2.5630306899747275,13.70906473846072,1.5055557870001248,1.0,0.24374163051037318,4.701716432351477
bpsk,0,10047,0.48956760739985966,1.0000000000000002,0.4509334061798844,0.3714292671073497,0.3589800425470677,1.6160219643002105,2.232851813285812,14.94487904582539,2.7268071908957383,1.0,0.2533257274723206,4.721601880452963
bpsk,0,10048,0.49493817021729014,1.0,0.3687955924421294,0.4025953263001398,0.4089591641768531,1.293846428866967,2.353123863229328,7.765316686222483,1.6965901344198615,1.0,0.24567205196671774,4.699228867516268
bpsk,0,10049,0.4875018221991986,1.0,0.35804144494926404,0.3916383625541862,0.4024469064974099,1.0261873612735932,2.3182453588966077,14.621820835970636,1.2645706440087174,1.0,0.24516581615600072,4.703480544426018
bpsk,0,10050,0.5172240874161848,1.0,0.4348071415175864,0.41790931307076207,0.42993477696819626,1.4428684278539137,2.511901790921385,17.637051453086755,2.08942508642546,1.0,0.24846029445401982,4.716535538075437
bpsk,0,10051,0.514050490534676,1.0,0.44413755907930474,0.449389136938285,0.4447445374611154,1.5972507223893488,2.7231759233924233,9.747529581872675,2.4042629837824157,1.0,0.23252202415568007,4.652216591393833
bpsk,0,10052,0.51766299894215,1.0,0.32281845753866656,0.41403318903197894,0.4331486472361179,1.053360883950094,2.631267021363458,14.8339439404787,1.036944074457769,1.0,0.24262596045323928,4.725972790034582
bpsk,0,10053,0.5033992271186405,0.9999999999999998,0.43343605774783134,0.4081310821614758,0.4071989388978645,1.6385582733232504,2.576982248365791,7.7050878624024515,1.069421983052142,1.0,0.2399870261284893,4.710663333386092
bpsk,0,10054,0.5006274719343232,1.0,0.419729678475809,0.3942544898290102,0.4068456152637141,1.5104993201427903,2.5590122026866258,12.035300342033528,1.5874322024581469,1.0,0.23794948505110639,4.688881074312748
bpsk,0,10055,0.4982642901382691,1.0,0.4657571732912372,0.4256868884221843,0.40507128148261695,1.6865939965310077,2.3950672671720525,7.8346939983430195,0.9824422124903949,1.0,0.24469094619236334,4.685917230892844
bpsk,0,10056,0.5068434063469721,0.9999999999999999,0.41895430794141914,0.4453473538833814,0.44859358697016694,1.2808944697276148,2.559862302119706,23.608052659623578,1.5968543773759132,1.0,0.23328881688576777,4.679488239204896
bpsk,0,10057,0.49626167843402763,1.0,0.33823721018460046,0.40395392084161896,0.41695385222871106,1.2127734611664023,2.4439544069313364,7.725532592307239,1.5013477462981868,1.0,0.2421736280170789,4.7062854978876825
bpsk,0,10058,0.4959595357601675,0.9999999999999998,0.43034332318226276,0.4109942749945106,0.4146879674310111,1.647217402993656,2.4671830203044145,7.781788177089391,1.7072715559896539,1.0,0.2399781062908705,4.690422728213642
bpsk,0,10059,0.4896934129721965,0.9999999999999999,0.3535076611483255,0.38529605577296866,0.3889556870042066,1.2444107616066378,2.3719687566016514,14.112722209569023,2.1809872743392518,1.0,0.24285331468318233,4.698202486445774
bpsk,0,10060,0.49137500530004796,1.0,0.41214987597259983,0.43894053306904635,0.4415836612749695,1.6185836690562563,2.531711646549173,14.54697781082012,1.3467046035388153,1.0,0.2312821583036475,4.6850151663613
bpsk,0,10061,0.50491739854511,0.9999999999999998,0.38538995543358856,0.3822924858829463,0.3828251818247881,1.1949786269394977,2.5206027052999573,7.66530269136134,1.4795801272790987,1.0,0.24678843950230417,4.704421937433946
bpsk,0,10062,0.4957399031122755,0.9999999999999998,0.4082767575869214,0.4306695161579006,0.4350568020123098,1.5186466376316579,2.4379702870439424,14.03787300270216,0.4977687075801711,1.0,0.23652866761986688,4.706995673635886
bpsk,0,10063,0.4874636389560271,0.9999999999999998,0.35422652578875846,0.36684021535390565,0.35897696128213563,1.2782623699562081,2.271336388598998,10.615463211714298,2.013217819187185,1.0,0.24890495017091704,4.729730216249192
bpsk,0,10064,0.49267307526133675,1.0,0.4121068975717949,0.40047470066402135,0.41119284505759435,1.4728922980894685,2.482599736530087,7.72844916596198,1.033880826936894,1.0,0.23956521727359817,4.701891336450077
bpsk,0,10065,0.49574962623640156,1.0,0.3690082044922401,0.3619125677795871,0.36004736986921726,1.2548905226766214,2.338188796499688,15.735494757579575,0.8629333577783362,1.0,0.2532279306513183,4.711492972357199
bpsk,0,10066,0.4895379221634534,0.9999999999999998,0.35586141954384065,0.39599354661001457,0.40776376719602725,1.0921948063087936,2.4574054641439336,7.694352517524035,2.878578780692351,1.0,0.23552587583160842,4.708684632801425
bpsk,0,10067,0.5118667690004229,1.0000000000000004,0.37371911048050704,0.3989798391687461,0.39478953708971787,1.4106951405900658,2.4592074088470097,7.7226866115500155,1.7291764817068405,1.0,0.24801583307288005,4.722582010132407
bpsk,0,10068,0.501995903870959,1.0000000000000004,0.4190888988214326,0.42472750720031704,0.41751800248581095,1.6479547536528154,2.5069315648643125,7.78752808626347,1.5437907367803323,1.0,0.24145487780275193,4.7128379381467305
bpsk,0,10069,0.5023894206618833,0.9999999999999998,0.3856567220289313,0.4091209632783167,0.41831989002210723,1.2925795550580568,2.5209246187568457,11.75861809702228,1.295267051803445,1.0,0.23881914513710484,4.723917382715927
bpsk,0,10070,0.5105510399497915,1.0,0.4340463797513514,0.42717601358279267,0.4244379399406968,1.5382863550626193,2.5292958748973557,18.935889097676185,1.3006667263878526,1.0,0.24253342447371004,4.6852153311596165
bpsk,0,10071,0.4990325826298719,0.9999999999999999,0.3669761254324627,0.3636327451881644,0.3719803099467467,1.0726229481132346,2.3690975646753127,7.6732055371876955,1.8142685012822266,1.0,0.2510382346031496,4.70845923455442
bpsk,0,10072,0.4971575934813647,0.9999999999999998,0.43154802713396356,0.4495263460109032,0.4340234178088991,1.7513441132340486,2.419628090911674,7.717526594006186,2.059489564080801,1.0,0.23964737874995395,4.711291674130892
bpsk,0,10073,0.504746129355273,1.0000000000000004,0.38026528229931633,0.38517189316368433,0.390593723916973,1.3836665263486723,2.491006830813574,7.733895039710267,1.1850626183399333,1.0,0.24704273549149608,4.695776686388173
bpsk,0,10074,0.5170453668199803,1.0000000000000002,0.4649993972021818,0.4357341627431802,0.42789966439530924,1.5766682679117594,2.724865224807303,10.10615537594201,1.3675389565168414,1.0,0.23802423810788564,4.688988020941491
bpsk,0,10075,0.4875796568083808,1.0,0.38751952635233117,0.38208831746283456,0.3818657363888269,1.4525480330511318,2.3760863623031767,4.51102281081543,1.140036177092008,1.0,0.24441655198835469,4.715518050886559
bpsk,0,10076,0.4983402655422567,0.9999999999999998,0.35047384404843845,0.3940049706380686,0.38788961074511774,1.0131626589257432,2.3769225950084127,7.685501820836401,1.7221725918868032,1.0,0.2493601226128352,4.721599841059082
bpsk,0,10077,0.5003209709202758,1.0000000000000002,0.40288053463802337,0.4013105722701947,0.39732134325346014,1.1437574871010834,2.387650603172567,7.710660719094157,1.5158287790524954,1.0,0.24536664864055402,4.719848498710537
bpsk,0,10078,0.4933555069747652,1.0,0.3999682371220168,0.3931615491822484,0.39897976518310196,1.2203693467592978,2.479962465260808,7.759224187491442,1.3459348814987067,1.0,0.23635413147273107,4.7018000557688335
bpsk,0,10079,0.49500758571381603,1.0,0.40479373807800456,0.3997876760044501,0.38894375137791304,1.5471775302027457,2.3541658668237098,13.133276036401988,1.8983019148245823,1.0,0.24233108931094527,4.690037921455941
bpsk,0,10080,0.49159547259299713,0.9999999999999999,0.405380739922736,0.362830358133262,0.3640559958720939,1.4708047533918622,2.312117573770159,7.772233642951054,2.513868248555915,1.0,0.24867893225274254,4.6919742615599
bpsk,0,10081,0.5068510487109146,0.9999999999999999,0.4130856130083531,0.41400147776638946,0.4225550756129759,1.3925217900004372,2.4779016196306163,7.691539648842548,1.4485023408659892,1.0,0.24459847040171642,4.676834304676351
bpsk,0,10082,0.5028293938821354,1.0000000000000002,0.387361528056682,0.3688144935258293,0.36660560984041557,1.3398852396590997,2.4953898157595322,7.76083712930341,1.1001631186875969,1.0,0.2478060456491302,4.6831485647937106
bpsk,0,10083,0.4976455878980743,1.0000000000000004,0.4562442415504475,0.40746363813385733,0.3980737536750252,1.8365242816948533,2.5054755075575033,15.142986401335888,1.1089442603694524,1.0,0.23806569542196004,4.69905552924919
bpsk,0,10084,0.5133879142660028,0.9999999999999999,0.4009926694083515,0.3786354187903553,0.3877445157701711,1.3548418412063568,2.519016205871047,7.71050478397677,1.3065016076030886,1.0,0.2502999390069564,4.714775338401211
bpsk,0,10085,0.49183797686133623,1.0000000000000002,0.3808915565982973,0.40916441785654584,0.43439013584808706,1.4606563051056807,2.442779642500966,12.487533647621417,1.0918582721157426,1.0,0.23374817172664572,4.701444317302729
bpsk,0,10086,0.5011701414081305,1.0,0.4053620734182849,0.4278508512233374,0.4395012718380915,1.5515681147610219,2.5375849726752886,9.3429496528065,1.5440803539597505,1.0,0.23702078931075118,4.698050818580633
bpsk,0,10087,0.5108905439650689,1.0,0.43911527207569534,0.440288186782575,0.44234227191442255,1.6191399244044151,2.636844044847951,18.966040677985703,1.580975867384634,1.0,0.23503402192764292,4.672006289770526
bpsk,0,10088,0.49543425411306774,1.0,0.41415795312775566,0.39864861651952643,0.39926981884908996,1.6691976843029928,2.4053774869645146,7.803425780737331,1.0656657542247876,1.0,0.24550269571987474,4.715173513396334
bpsk,0,10089,0.48499090668531847,0.9999999999999998,0.39039395771797614,0.38894994019186513,0.3975912092247478,1.624915964881409,2.374312516160346,17.5976230104843,1.402283089824917,1.0,0.23911201164432105,4.721388043644546
bpsk,0,10090,0.4982336609485217,1.0,0.4266751762515372,0.40006767904853796,0.3973531150651244,1.539669842999213,2.4754197211064817,3.635593898168842,1.5069226183758193,1.0,0.240475067853192,4.69025805400531
bpsk,0,10091,0.5130399821138604,0.9999999999999996,0.45056204109676146,0.4252674273707301,0.4117653823952043,1.6154297306020398,2.5539997809944586,16.808496733790136,1.8141035326548742,1.0,0.24292174689731266,4.684642838435444
bpsk,0,10092,0.4996355078016607,1.0,0.41530403144128103,0.4029529492177389,0.39151910621742103,1.5291235882903507,2.466838539621122,7.7867205548716525,1.2844910869533805,1.0,0.24255279405212485,4.717419875577507
bpsk,0,10093,0.4892376684563535,1.0,0.38223250816464305,0.38098962923614976,0.3726132414262864,1.2952158402148435,2.3481508250815253,7.7534445682140225,1.1006068200707482,1.0,0.24305321817724204,4.703389342695512
bpsk,0,10094,0.49421866669025716,1.0000000000000002,0.41847288403563965,0.4173804828003565,0.4091808043770644,1.3069309479717561,2.395116210960989,12.041087942317287,2.183649165574473,1.0,0.24007025569551507,4.6871566458196
bpsk,0,10095,0.5009732086278952,0.9999999999999998,0.39616650267984393,0.3935644974342581,0.39598729293791823,1.3665439975931342,2.4681680245697226,7.811520840755135,2.7468656431493557,1.0,0.24343433985801774,4.691593355037927
bpsk,0,10096,0.49435650233082085,0.9999999999999997,0.4280537076854428,0.39555440151708315,0.38387949292591217,1.3155799886954485,2.413739876670415,7.771742243391194,2.2545245694561773,1.0,0.24495602782227624,4.714412088445584
bpsk,0,10097,0.5068755756805197,1.0,0.4616911094823888,0.4330508333700912,0.42775805639284514,1.54219236821988,2.5513687352177996,7.815190668279572,1.8142225897186393,1.0,0.2403639255036781,4.69856313413837
bpsk,0,10098,0.5089087876237455,1.0000000000000002,0.4343660397247302,0.410423051521864,0.4006636900330778,1.4207943683145903,2.592141859852058,7.7069411263973215,1.7985267237460807,1.0,0.2403660202263301,4.691747434673751
bpsk,0,10099,0.48718109232641005,1.0,0.4250961920674012,0.4073366088606527,0.3900449680484879,1.487213500766007,2.291528010796572,12.953916362512158,1.2385707912621022,1.0,0.24075714737966708,4.714525676975457
bpsk,0,10100,0.5026668552705612,1.0,0.4109980758799197,0.4026667618801923,0.38554225705969736,1.5514564739814534,2.4269308452078544,7.754952596348343,0.9634957996425846,1.0,0.24728837304068585,4.702527876390052
bpsk,0,10101,0.5104587554922624,1.0,0.42316188726070536,0.4028496603491815,0.4014513110553377,1.5760465072890653,2.698737662761401,16.108957662430466,1.3143257797669552,1.0,0.2361885400541772,4.6969276316243125
bpsk,0,10102,0.4863616197617072,1.0,0.3796067919900683,0.38017933833122614,0.3622411833319481,1.2042769399790583,2.2579034838314556,7.726105251447706,1.0532641881074607,1.0,0.2542780938925336,4.7205725332026525
bpsk,0,10103,0.4957718202000832,1.0000000000000002,0.4755688900394911,0.427577767163195,0.4184793248476917,1.7325592484074717,2.3786581990241302,12.702319266636248,2.992817791255086,1.0,0.24360370858472594,4.722334637346977
bpsk,0,10104,0.5108724693468154,1.0000000000000002,0.46585481614773827,0.44154658362157545,0.4328179882844361,2.004526375159832,2.523723892676216,7.71985415781537,1.4952872548856453,1.0,0.24493591839083623,4.69294369591092
bpsk,0,10105,0.5040482889967804,1.0,0.3316119383913825,0.3768937614647472,0.41721703075386873,1.1704983507652191,2.5140530832485233,7.7557827860296396,0.8881356640814735,1.0,0.24262619078668857,4.7144672367254294
bpsk,0,10106,0.5174925848966762,1.0,0.43076683327304943,0.4360648837697496,0.42944964946702124,1.4723870022045944,2.547558036069404,7.765521146344944,1.3838247313397511,1.0,0.24426570812674595,4.674077405867124
bpsk,0,10107,0.5168199969002628,1.0,0.43133856014060407,0.41176501199424365,0.401074135882697,1.346419829111769,2.5419266650563177,19.629469857851916,2.0217783806700442,1.0,0.2470874285350095,4.676971539744425
bpsk,0,10108,0.4931700066066247,1.0000000000000002,0.4030235623967764,0.38832587410622627,0.3884112871606791,1.3528155824981445,2.359353038338117,7.787234395858505,1.7580357643705504,1.0,0.24621294613296818,4.732268968432077
bpsk,0,10109,0.5042242656988861,1.0,0.45067882900007056,0.40798334336500097,0.3924305415485583,1.7812001069550765,2.4294799883357534,9.929188160810105,1.2094819220270319,1.0,0.2486294900758856,4.700664182718215
bpsk,0,10110,0.49955512278806663,1.0,0.4199921930842415,0.4275965730774787,0.4268691457518774,1.4845760672922446,2.5281255640035347,7.677239415040211,1.069248950970569,1.0,0.23607824059883678,4.691293071753957
bpsk,0,10111,0.5004695420419724,1.0000000000000002,0.39451972330191776,0.4014028857483719,0.40265073635852033,1.412317248637056,2.4405614423475406,16.662400506132084,1.392226055390081,1.0,0.2447518997490469,4.697660231605419
bpsk,0,10112,0.5051641711155198,1.0,0.31083345048582106,0.36472045756376864,0.3721432198248289,1.2216671678696212,2.4993943122937274,9.328830069226951,1.5914159017667737,1.0,0.24228646866620476,4.690474714449709
bpsk,0,10113,0.49376022062327535,1.0,0.35762687828696316,0.35351458189268326,0.365229973346868,1.2586516980198,2.398323077176723,7.729351174637995,1.191062691207705,1.0,0.2467390555729351,4.697811815594094
bpsk,0,10114,0.5068460046070671,1.0,0.33829750215261567,0.3733576550058288,0.39823385415855084,1.1480795859342416,2.5057629945365356,14.599709608816642,0.6316593722209203,1.0,0.2440118134335926,4.696689274559121
bpsk,0,10115,0.4932525748988456,1.0,0.4050944821018993,0.4260847478361219,0.4310665042530799,1.4232185580231898,2.448828410336704,7.728856738656443,1.566019163931772,1.0,0.23591011642878867,4.690374350493456
bpsk,0,10116,0.5055674859454578,1.0000000000000002,0.37335476110176236,0.38911031039396043,0.3852060451766244,1.5121430924577939,2.477395693638247,12.78362854060629,0.520986439617094,1.0,0.24570477061755847,4.684620904137734
bpsk,0,10117,0.49467082014281893,1.0,0.40976811303519345,0.39146084086933364,0.35993936192052933,1.594373070236555,2.417343253322443,11.458140563617581,1.2640844165180178,1.0,0.24988639369070012,4.722254577625481
bpsk,0,10118,0.5007095641649911,1.0,0.3964845613378741,0.40097938073641803,0.40000854308205014,1.3052241970687946,2.5585615106704047,7.781334990985138,2.184746061177587,1.0,0.23895477305577117,4.702629950239391
bpsk,0,10119,0.48617221226604856,0.9999999999999999,0.32467982568994425,0.37023803277323913,0.37197167884838134,1.1807178023609244,2.330296157021918,11.292804460731677,2.5517896973814986,1.0,0.24425871720972178,4.681175983187319
bpsk,0,10120,0.5158607113791026,1.0,0.44467339136666273,0.3940993946656734,0.38077457365281164,1.8078699683987212,2.541972608668992,7.69584135363602,1.1287695683370629,1.0,0.24888254709806637,4.689120302821706
bpsk,0,10121,0.5022526125480683,0.9999999999999998,0.3511216397447061,0.4109111198639049,0.4439449771497892,1.2054249029950876,2.6310996244306217,7.708555318651815,1.484899070987134,1.0,0.22981308874523362,4.711584624933881
bpsk,0,10122,0.5079269112495653,1.0000000000000002,0.4622097500723418,0.40907997794631334,0.39704589609506313,1.4892420257181036,2.5219847279983973,28.64742112465244,1.3695229703933132,1.0,0.24378515589466185,4.688368662767378
bpsk,0,10123,0.48361164145207114,0.9999999999999998,0.4619362091482853,0.42008189693692544,0.42997763495642993,1.6238422212908028,2.423280028473396,7.7775112915731635,1.4010612236836595,1.0,0.2317553768268611,4.698404493734449
bpsk,0,10124,0.49758005338387473,1.0,0.4156515750008186,0.38895127203955665,0.37715313212285784,1.4958412831152772,2.450590792093685,10.991230510922056,1.5917550806858163,1.0,0.24524120202828537,4.724494611684087
bpsk,0,10125,0.48940698632733987,0.9999999999999999,0.4458039671124415,0.42497984030248215,0.41413127495690416,1.8312325994487368,2.359093693760231,7.71169545965028,1.587764830041328,1.0,0.24281179390239357,4.710893857033927
bpsk,0,10126,0.5095622825794505,1.0000000000000004,0.44518347565619437,0.4524216777098082,0.4462712301664411,1.730734273644218,2.5756288858350045,7.687336967855148,1.9189549321920998,1.0,0.24007476005509606,4.700322342696992
bpsk,0,10127,0.5020494836654467,1.0,0.39335917526874126,0.40699249909728386,0.4055190637327484,1.3885550579475416,2.4805252970038207,7.669118036744357,1.081432483656097,1.0,0.24421274201420856,4.722054676488698
bpsk,0,10128,0.508784612626171,1.0,0.4527997333251799,0.43270504859228426,0.42691321490171563,1.854324431870331,2.5879604025992258,10.9105814649034,3.8208504146061717,1.0,0.2400066549765754,4.665962666613604
