file,true_scheme,snr_db,pred_scheme,pred_prob,correct
16qam_4dB_5018.wav,16qam,4,16qam,0.9998515702129684,1
16qam_4dB_6018.wav,16qam,4,16qam,0.999822941538982,1
16qam_4dB_7018.wav,16qam,4,16qam,0.9982574806696218,1
16qam_4dB_8018.wav,16qam,4,16qam,0.9467211921246118,1
16qam_8dB_2019.wav,16qam,8,16qam,0.9999369365890597,1
16qam_8dB_3019.wav,16qam,8,16qam,0.9999025134828858,1
16qam_8dB_4019.wav,16qam,8,16qam,0.9999230070850325,1
16qam_8dB_5019.wav,16qam,8,16qam,0.9999095226266128,1
16qam_8dB_6019.wav,16qam,8,16qam,0.9998400661275508,1
16qam_8dB_7019.wav,16qam,8,16qam,0.999832669489309,1
16qam_8dB_8019.wav,16qam,8,16qam,0.9999148011506075,1
2fsk_10dB_2026.wav,2fsk,10,2fsk,0.9967247345913822,1
2fsk_10dB_3026.wav,2fsk,10,2fsk,0.9996101189015826,1
2fsk_10dB_4026.wav,2fsk,10,2fsk,0.987033707316729,1
2fsk_10dB_5026.wav,2fsk,10,2fsk,0.9994745343999637,1
2fsk_10dB_6026.wav,2fsk,10,2fsk,0.999647179881475,1
2fsk_10dB_7026.wav,2fsk,10,2fsk,0.9995011008967606,1
2fsk_10dB_8026.wav,2fsk,10,2fsk,0.9996553977993357,1
2fsk_13dB_2027.wav,2fsk,13,2fsk,0.9994873928421405,1
2fsk_13dB_3027.wav,2fsk,13,2fsk,0.9922232738109751,1
2fsk_13dB_4027.wav,2fsk,13,2fsk,0.9992448235232101,1
2fsk_13dB_5027.wav,2fsk,13,2fsk,0.9943240522050901,1
2fsk_13dB_6027.wav,2fsk,13,2fsk,0.9993307316721026,1
2fsk_13dB_7027.wav,2fsk,13,2fsk,0.9994073847482423,1
2fsk_13dB_8027.wav,2fsk,13,2fsk,0.9995832223158962,1
2fsk_15dB_2028.wav,2fsk,15,2fsk,0.9992977140165851,1
2fsk_15dB_3028.wav,2fsk,15,2fsk,0.9991998261604721,1
2fsk_15dB_4028.wav,2fsk,15,2fsk,0.9993995314937123,1
2fsk_15dB_5028.wav,2fsk,15,2fsk,0.9991704115690786,1
2fsk_15dB_6028.wav,2fsk,15,2fsk,0.998747487981195,1
2fsk_15dB_7028.wav,2fsk,15,2fsk,0.9863745793740577,1
2fsk_15dB_8028.wav,2fsk,15,2fsk,0.9991665523835542,1
2fsk_20dB_2029.wav,2fsk,20,2fsk,0.9989909711311532,1
2fsk_20dB_3029.wav,2fsk,20,2fsk,0.9987542032459203,1
2fsk_20dB_4029.wav,2fsk,20,2fsk,0.9990156346434171,1
2fsk_20dB_5029.wav,2fsk,20,2fsk,0.9994372011870772,1
2fsk_20dB_6029.wav,2fsk,20,2fsk,0.9989874871914218,1
2fsk_20dB_7029.wav,2fsk,20,2fsk,0.9993729886890531,1
2fsk_20dB_8029.wav,2fsk,20,2fsk,0.9994069700188385,1
2fsk_4dB_2024.wav,2fsk,4,,,0
2fsk_4dB_3024.wav,2fsk,4,,,0
2fsk_4dB_4024.wav,2fsk,4,,,0
2fsk_4dB_5024.wav,2fsk,4,,,0
2fsk_4dB_6024.wav,2fsk,4,,,0
2fsk_4dB_7024.wav,2fsk,4,,,0
2fsk_4dB_8024.wav,2fsk,4,,,0
2fsk_8dB_2025.wav,2fsk,8,,,0
2fsk_8dB_3025.wav,2fsk,8,,,0
2fsk_8dB_4025.wav,2fsk,8,,,0
2fsk_8dB_5025.wav,2fsk,8,,,0
2fsk_8dB_6025.wav,2fsk,8,,,0
2fsk_8dB_7025.wav,2fsk,8,,,0
2fsk_8dB_8025.wav,2fsk,8,,,0
4fsk_10dB_2032.wav,4fsk,10,4fsk,0.997737943026089,1
4fsk_10dB_3032.wav,4fsk,10,4fsk,0.9956078867358837,1
4fsk_10dB_4032.wav,4fsk,10,4fsk,0.9977136063670611,1
4fsk_10dB_5032.wav,4fsk,10,4fsk,0.9934249150821693,1
4fsk_10dB_6032.wav,4fsk,10,4fsk,0.9987966196718657,1
4fsk_10dB_7032.wav,4fsk,10,4fsk,0.997046298897146,1
4fsk_10dB_8032.wav,4fsk,10,4fsk,0.9978872608521036,1
4fsk_13dB_2033.wav,4fsk,13,4fsk,0.8341716395009369,1
4fsk_13dB_3033.wav,4fsk,13,4fsk,0.8264330840197243,1
4fsk_13dB_4033.wav,4fsk,13,4fsk,0.8442154673968476,1
4fsk_13dB_5033.wav,4fsk,13,4fsk,0.7958589430593561,1
4fsk_13dB_6033.wav,4fsk,13,4fsk,0.8190697250412864,1
4fsk_13dB_7033.wav,4fsk,13,4fsk,0.7781168168153919,1
4fsk_13dB_8033.wav,4fsk,13,4fsk,0.7837512503940464,1
4fsk_15dB_2034.wav,4fsk,15,4fsk,0.586702774761733,1
4fsk_15dB_3034.wav,4fsk,15,4fsk,0.8204558269506941,1
4fsk_15dB_4034.wav,4fsk,15,4fsk,0.5445105446701602,1
4fsk_15dB_5034.wav,4fsk,15,4fsk,0.7298176524439487,1
4fsk_15dB_6034.wav,4fsk,15,4fsk,0.794698714373746,1
4fsk_15dB_7034.wav,4fsk,15,4fsk,0.7903724494761115,1
4fsk_15dB_8034.wav,4fsk,15,4fsk,0.7449126431898655,1
4fsk_20dB_2035.wav,4fsk,20,2fsk,0.6337357759387139,0
4fsk_20dB_3035.wav,4fsk,20,2fsk,0.5262614396837874,0
4fsk_20dB_4035.wav,4fsk,20,2fsk,0.8076451288066951,0
4fsk_20dB_5035.wav,4fsk,20,2fsk,0.8318629366462473,0
4fsk_20dB_6035.wav,4fsk,20,4fsk,0.5183711852892116,1
4fsk_20dB_7035.wav,4fsk,20,2fsk,0.722098835100886,0
4fsk_20dB_8035.wav,4fsk,20,2fsk,0.6994849927883907,0
4fsk_4dB_2030.wav,4fsk,4,,,0
4fsk_4dB_3030.wav,4fsk,4,,,0
4fsk_4dB_4030.wav,4fsk,4,,,0
4fsk_4dB_5030.wav,4fsk,4,,,0
4fsk_4dB_6030.wav,4fsk,4,,,0
4fsk_4dB_7030.wav,4fsk,4,,,0
4fsk_4dB_8030.wav,4fsk,4,,,0
4fsk_8dB_2031.wav,4fsk,8,,,0
4fsk_8dB_3031.wav,4fsk,8,,,0
4fsk_8dB_4031.wav,4fsk,8,,,0
4fsk_8dB_5031.wav,4fsk,8,,,0
4fsk_8dB_6031.wav,4fsk,8,,,0
4fsk_8dB_7031.wav,4fsk,8,,,0
4fsk_8dB_8031.wav,4fsk,8,,,0
8psk_10dB_2014.wav,8psk,10,8psk,0.9998164793469175,1
8psk_10dB_3014.wav,8psk,10,8psk,0.9996591263838268,1
8psk_10dB_4014.wav,8psk,10,8psk,0.9935429266563905,1
8psk_10dB_5014.wav,8psk,10,8psk,0.9998777800338154,1
8psk_10dB_6014.wav,8psk,10,8psk,0.9989724426464094,1
8psk_10dB_7014.wav,8psk,10,8psk,0.9998778795644244,1
8psk_10dB_8014.wav,8psk,10,8psk,0.9975065886639451,1
8psk_13dB_2015.wav,8psk,13,8psk,0.9999126267876091,1
8psk_13dB_3015.wav,8psk,13,8psk,0.9999253721748983,1
8psk_13dB_4015.wav,8psk,13,8psk,0.9999167465111256,1
8psk_13dB_5015.wav,8psk,13,8psk,0.9998145537713546,1
8psk_13dB_6015.wav,8psk,13,8psk,0.9997658648742983,1
8psk_13dB_7015.wav,8psk,13,8psk,0.9987587731878522,1
8psk_13dB_8015.wav,8psk,13,8psk,0.9997584378135087,1
8psk_15dB_2016.wav,8psk,15,8psk,0.9999444976206128,1
8psk_15dB_3016.wav,8psk,15,8psk,0.9976986713869004,1
8psk_15dB_4016.wav,8psk,15,8psk,0.9995277901827107,1
8psk_15dB_5016.wav,8psk,15,8psk,0.9999476667415828,1
8psk_15dB_6016.wav,8psk,15,8psk,0.9999263868845407,1
8psk_15dB_7016.wav,8psk,15,qpsk,0.951771625729441,0
8psk_15dB_8016.wav,8psk,15,8psk,0.9998562351975984,1
8psk_20dB_2017.wav,8psk,20,8psk,0.9996006973209901,1
8psk_20dB_3017.wav,8psk,20,8psk,0.9991752102265196,1
8psk_20dB_4017.wav,8psk,20,8psk,0.9999469986165733,1
8psk_20dB_5017.wav,8psk,20,8psk,0.9995834991259737,1
8psk_20dB_6017.wav,8psk,20,8psk,0.9998079914967627,1
8psk_20dB_7017.wav,8psk,20,8psk,0.9998973529559285,1
8psk_20dB_8017.wav,8psk,20,8psk,0.9999649408346124,1
8psk_4dB_2012.wav,8psk,4,8psk,0.7316824486678757,1
8psk_4dB_3012.wav,8psk,4,16qam,0.926759187412782,0
8psk_4dB_4012.wav,8psk,4,2fsk,0.5049984160637792,0
8psk_4dB_5012.wav,8psk,4,8psk,0.4740172004108752,1
8psk_4dB_6012.wav,8psk,4,16qam,0.47912387058693495,0
8psk_4dB_7012.wav,8psk,4,16qam,0.5922880977818161,0
8psk_4dB_8012.wav,8psk,4,2fsk,0.6418317168383795,0
8psk_8dB_2013.wav,8psk,8,8psk,0.9961870176005301,1
8psk_8dB_3013.wav,8psk,8,8psk,0.9777124164681581,1
8psk_8dB_4013.wav,8psk,8,8psk,0.9979627668068337,1
8psk_8dB_5013.wav,8psk,8,8psk,0.9991601463363518,1
8psk_8dB_6013.wav,8psk,8,8psk,0.8950896583677983,1
8psk_8dB_7013.wav,8psk,8,8psk,0.9989640560313171,1
8psk_8dB_8013.wav,8psk,8,8psk,0.9978019966970808,1
bpsk_10dB_2002.wav,bpsk,10,bpsk,0.9997735818267367,1
bpsk_10dB_3002.wav,bpsk,10,bpsk,0.9998856128680242,1
bpsk_10dB_4002.wav,bpsk,10,bpsk,0.9998806779351674,1
bpsk_10dB_5002.wav,bpsk,10,bpsk,0.9998858515963913,1
bpsk_10dB_6002.wav,bpsk,10,bpsk,0.9998865434685817,1
bpsk_10dB_7002.wav,bpsk,10,bpsk,0.9998893721922945,1
bpsk_10dB_8002.wav,bpsk,10,bpsk,0.9998858515963913,1
bpsk_13dB_2003.wav,bpsk,13,bpsk,0.9998480816614896,1
bpsk_13dB_3003.wav,bpsk,13,bpsk,0.9998500845855284,1
bpsk_13dB_4003.wav,bpsk,13,bpsk,0.9998930090567595,1
bpsk_13dB_5003.wav,bpsk,13,bpsk,0.9997708773306754,1
bpsk_13dB_6003.wav,bpsk,13,bpsk,0.9999000017166844,1
bpsk_13dB_7003.wav,bpsk,13,bpsk,0.9998619796848026,1
bpsk_13dB_8003.wav,bpsk,13,bpsk,0.9997950068757222,1
bpsk_15dB_2004.wav,bpsk,15,bpsk,0.9997703270155199,1
bpsk_15dB_3004.wav,bpsk,15,bpsk,0.9997877170411221,1
bpsk_15dB_4004.wav,bpsk,15,bpsk,0.9998885182474943,1
bpsk_15dB_5004.wav,bpsk,15,bpsk,0.9998629817521043,1
bpsk_15dB_6004.wav,bpsk,15,bpsk,0.9998891347485943,1
bpsk_15dB_7004.wav,bpsk,15,bpsk,0.9998223295182831,1
bpsk_15dB_8004.wav,bpsk,15,bpsk,0.9998659775084047,1
bpsk_20dB_2005.wav,bpsk,20,bpsk,0.9998170663551241,1
bpsk_20dB_3005.wav,bpsk,20,bpsk,0.9998378475902439,1
bpsk_20dB_4005.wav,bpsk,20,bpsk,0.9998862964114668,1
bpsk_20dB_5005.wav,bpsk,20,bpsk,0.9998566084481896,1
bpsk_20dB_6005.wav,bpsk,20,bpsk,0.9998711874682271,1
bpsk_20dB_7005.wav,bpsk,20,bpsk,0.9997853296657531,1
bpsk_20dB_8005.wav,bpsk,20,bpsk,0.9998707081375628,1
bpsk_4dB_2000.wav,bpsk,4,bpsk,0.9998647716053128,1
bpsk_4dB_3000.wav,bpsk,4,bpsk,0.9998777279083292,1
bpsk_4dB_4000.wav,bpsk,4,bpsk,0.9996659367301314,1
bpsk_4dB_5000.wav,bpsk,4,bpsk,0.9998005693822015,1
bpsk_4dB_6000.wav,bpsk,4,bpsk,0.9998655252852398,1
bpsk_4dB_7000.wav,bpsk,4,bpsk,0.9998907153466101,1
bpsk_4dB_8000.wav,bpsk,4,bpsk,0.999862327120781,1
bpsk_8dB_2001.wav,bpsk,8,bpsk,0.9998818786451772,1
bpsk_8dB_3001.wav,bpsk,8,bpsk,0.9998871382301758,1
bpsk_8dB_4001.wav,bpsk,8,bpsk,0.9998713451940107,1
bpsk_8dB_5001.wav,bpsk,8,bpsk,0.9998906934937707,1
bpsk_8dB_6001.wav,bpsk,8,bpsk,0.9998847902941617,1
bpsk_8dB_7001.wav,bpsk,8,bpsk,0.9998269449489562,1
bpsk_8dB_8001.wav,bpsk,8,bpsk,0.999852699843792,1
qpsk_10dB_2008.wav,qpsk,10,qpsk,0.9986504616131328,1
qpsk_10dB_3008.wav,qpsk,10,qpsk,0.9997269692798624,1
qpsk_10dB_4008.wav,qpsk,10,qpsk,0.9996112511778305,1
qpsk_10dB_5008.wav,qpsk,10,qpsk,0.9993050158813113,1
qpsk_10dB_6008.wav,qpsk,10,qpsk,0.9997703566577981,1
qpsk_10dB_7008.wav,qpsk,10,qpsk,0.9996956054475433,1
qpsk_10dB_8008.wav,qpsk,10,qpsk,0.9996836798544805,1
qpsk_13dB_2009.wav,qpsk,13,qpsk,0.9997101103229207,1
qpsk_13dB_3009.wav,qpsk,13,qpsk,0.9997344287104009,1
qpsk_13dB_4009.wav,qpsk,13,qpsk,0.999711363178357,1
qpsk_13dB_5009.wav,qpsk,13,qpsk,0.9997748623551876,1
qpsk_13dB_6009.wav,qpsk,13,qpsk,0.9992138345587519,1
qpsk_13dB_7009.wav,qpsk,13,qpsk,0.9997114508370095,1
qpsk_13dB_8009.wav,qpsk,13,qpsk,0.9997723413975413,1
qpsk_15dB_2010.wav,qpsk,15,qpsk,0.9997163519552501,1
qpsk_15dB_3010.wav,qpsk,15,qpsk,0.9997117050667406,1
qpsk_15dB_4010.wav,qpsk,15,qpsk,0.999333454589573,1
qpsk_15dB_5010.wav,qpsk,15,qpsk,0.9995756075500405,1
qpsk_15dB_6010.wav,qpsk,15,qpsk,0.9996360916099665,1
qpsk_15dB_7010.wav,qpsk,15,qpsk,0.9997416798756148,1
qpsk_15dB_8010.wav,qpsk,15,qpsk,0.9990439828288517,1
qpsk_20dB_2011.wav,qpsk,20,qpsk,0.9997058466742865,1
qpsk_20dB_3011.wav,qpsk,20,qpsk,0.9996353773807326,1
qpsk_20dB_4011.wav,qpsk,20,qpsk,0.9997146501915117,1
qpsk_20dB_5011.wav,qpsk,20,qpsk,0.9995471977958454,1
qpsk_20dB_6011.wav,qpsk,20,qpsk,0.9995580857918225,1
qpsk_20dB_7011.wav,qpsk,20,qpsk,0.9989106056795095,1
qpsk_20dB_8011.wav,qpsk,20,qpsk,0.9995701501241323,1
qpsk_4dB_2006.wav,qpsk,4,16qam,0.9997082062785938,0
qpsk_4dB_3006.wav,qpsk,4,16qam,0.9852534933078734,0
qpsk_4dB_4006.wav,qpsk,4,16qam,0.9997303169943145,0
qpsk_4dB_5006.wav,qpsk,4,16qam,0.9984075122721826,0
qpsk_4dB_6006.wav,qpsk,4,16qam,0.999924746153531,0
qpsk_4dB_7006.wav,qpsk,4,16qam,0.9998534389833469,0
qpsk_4dB_8006.wav,qpsk,4,16qam,0.9996680882187082,0
qpsk_8dB_2007.wav,qpsk,8,qpsk,0.8204823442956748,1
qpsk_8dB_3007.wav,qpsk,8,qpsk,0.9984528534698799,1
qpsk_8dB_4007.wav,qpsk,8,qpsk,0.9892455641219053,1
qpsk_8dB_5007.wav,qpsk,8,qpsk,0.6148856343841815,1
qpsk_8dB_6007.wav,qpsk,8,qpsk,0.9959238353718143,1
qpsk_8dB_7007.wav,qpsk,8,qpsk,0.9818521761250911,1
qpsk_8dB_8007.wav,qpsk,8,qpsk,0.9974116697856757,1
